LGA,date,%stay,%anom
10500,2020-04-04,97.33859132234646,0.8929330727504681
10750,2020-04-04,99.48755418118797,0.09077186859258735
10900,2020-04-04,100.0,0.0003054952919301357
11300,2020-04-04,96.85215540981783,1.152943026078801
11450,2020-04-04,99.82980359622874,0.3697517715768539
11500,2020-04-04,99.58097460792838,0.2806917373144868
11520,2020-04-04,99.1473778499359,0.7714036288755555
11570,2020-04-04,98.33679986605468,0.418713909611923
12380,2020-04-04,97.83528604255008,0.6289303183487194
12850,2020-04-04,98.38785924718813,0.11671673973652208
12930,2020-04-04,97.91873487943825,0.7666774279474486
13800,2020-04-04,100.0,0.0
14000,2020-04-04,99.03069420591535,-0.037855163052258334
14100,2020-04-04,100.0,0.0028298619375810574
14170,2020-04-04,97.30084359905428,1.472647493312218
14500,2020-04-04,99.55368831724553,0.08797877395707587
14700,2020-04-04,98.6956460807871,1.114464427445916
14900,2020-04-04,99.27663862770976,0.3854320967472846
15350,2020-04-04,97.44630359098134,0.29151429779474824
15950,2020-04-04,96.99861685050953,2.173916652910446
15990,2020-04-04,97.96729070779115,0.9420819533166425
16260,2020-04-04,98.70965658655166,0.7831972523194342
16350,2020-04-04,99.17365039582332,0.5477452866764709
16550,2020-04-04,95.96849752163463,1.9312219408499365
16700,2020-04-04,99.51552066942152,0.28796833517943377
17100,2020-04-04,97.25081859958563,0.5558762989937849
17150,2020-04-04,99.70075923055732,0.4844203857622853
17200,2020-04-04,93.41931704050333,4.025199555767722
17420,2020-04-04,99.9910317750065,0.0023350388575593684
18050,2020-04-04,92.96275765307693,1.6317865834505119
18250,2020-04-04,98.09448388012996,0.9289810515235697
18400,2020-04-04,100.0,0.0
18450,2020-04-04,100.0,0.0
18500,2020-04-04,94.61417497185013,1.6069346420504838
10500,2020-04-05,98.44114772409289,2.0357495830279904
10750,2020-04-05,99.65336721426623,0.25759026716785094
10900,2020-04-05,100.0,0.0003054952919301357
11300,2020-04-05,97.89486486007436,2.2419547178502253
11450,2020-04-05,99.93850309181221,0.47903918872469475
11500,2020-04-05,99.80638104453304,0.5076820180760055
11520,2020-04-05,99.21596634812245,0.841115600941178
11570,2020-04-05,99.03121321543938,1.1278288651713986
12380,2020-04-05,98.46392068333562,1.2755153493956506
12850,2020-04-05,98.7451269597949,0.4802623098605796
12930,2020-04-05,98.62504188424991,1.4935271999199529
13800,2020-04-05,100.0,0.0
14000,2020-04-05,99.47661822924005,0.4122630771892011
14100,2020-04-05,100.0,0.0028298619375810574
14170,2020-04-05,98.669055741535,2.89952215641498
14500,2020-04-05,99.68970300869289,0.22472343686847918
14700,2020-04-05,99.20069519318466,1.6318912090471427
14900,2020-04-05,99.5601389746578,0.6720987810886037
15350,2020-04-05,98.41157147527532,1.284965811617278
15950,2020-04-05,98.37756867981057,3.6264415841939623
15990,2020-04-05,98.84535201698374,1.8468057237934987
16260,2020-04-05,99.05679939943582,1.13763230756605
16350,2020-04-05,99.74685592633922,1.1288928339251214
16550,2020-04-05,97.34170191035962,3.389746403898042
16700,2020-04-05,99.66263960585303,0.436229220909623
17100,2020-04-05,98.47968377668624,1.8265043154575666
17150,2020-04-05,99.75781061071149,0.5419201973107857
17200,2020-04-05,95.68197747926112,6.544739530210797
17420,2020-04-05,100.0,0.011304277644108573
18050,2020-04-05,95.17165676314102,4.046671518084088
18250,2020-04-05,98.86632658839244,1.723126603807379
18400,2020-04-05,100.0,0.0
18450,2020-04-05,100.0,0.0
18500,2020-04-05,96.75654404916321,3.9076422779038333
10500,2020-04-06,96.886042097972,0.4238589061053455
10750,2020-04-06,99.51226732303847,0.11563485234440396
10900,2020-04-06,100.0,0.0003054952919301357
11300,2020-04-06,95.58083159778347,-0.17483480790186912
11450,2020-04-06,99.64954330285919,0.18851650667588427
11500,2020-04-06,99.3202900351885,0.01817543455158166
11520,2020-04-06,98.29715513875706,-0.092745659392246
11570,2020-04-06,98.02643935422611,0.10178267442220168
12380,2020-04-06,97.55099271690295,0.3365191197544304
12850,2020-04-06,98.41088433449129,0.14014642060442561
12930,2020-04-06,97.55287548695583,0.39017710416719975
13800,2020-04-06,100.0,0.0
14000,2020-04-06,99.11776401990763,0.050033601406207495
14100,2020-04-06,100.0,0.0028298619375810574
14170,2020-04-06,96.11029375980735,0.23105245988233047
14500,2020-04-06,99.51159256645539,0.045657101271956435
14700,2020-04-06,97.71299684055884,0.10773256447815793
14900,2020-04-06,98.85660825416413,-0.0392894805036903
15350,2020-04-06,97.73102329213418,0.5845471674548408
15950,2020-04-06,94.76378154927181,-0.18015687118481116
15990,2020-04-06,97.03034333465502,-0.023315965128911653
16260,2020-04-06,97.94203828999233,-0.00054598893878266
16350,2020-04-06,98.71883523438416,0.0866284595516964
16550,2020-04-06,94.50597368885475,0.37782842899192204
16700,2020-04-06,99.43249592681676,0.20429914768613777
17100,2020-04-06,96.9318196545616,0.22603621212089475
17150,2020-04-06,99.65832777249014,0.44165541082217263
17200,2020-04-06,88.74580863304142,-1.17889163343462
17420,2020-04-06,100.0,0.011304277644108573
18050,2020-04-06,92.17909764261992,0.7750481545629739
18250,2020-04-06,97.272783965957,0.08353764036352906
18400,2020-04-06,100.0,0.0
18450,2020-04-06,100.0,0.0
18500,2020-04-06,93.39994080408462,0.3029586600054923
10500,2020-04-07,96.0925802245251,-0.398576415855989
10750,2020-04-07,99.41672625114066,0.01951449125894289
10900,2020-04-07,100.0,0.0003054952919301357
11300,2020-04-07,95.57015406293203,-0.1859864861470939
11450,2020-04-07,99.42406692478707,-0.038179402583693456
