date,code,km,stay,weight,visit
2020-04-21,20110,,1.0,7.000273850348047e-06,0.0
2020-04-21,20260,,1.0,7.376342939505606e-06,0.0
2020-04-21,20570,5.116649954919604,0.8769805167660564,9.448076625922417e-05,0.0004959065798766646
2020-04-21,20660,7.016413109373274,0.9165691117336942,7.76392324680635e-05,0.01661762134994083
2020-04-21,20740,3.820692104641884,0.9683916160802859,2.4077235835951174e-05,0.0
2020-04-21,20830,4.958090755007578,0.9714175176448421,3.592081659004199e-05,0.00029986284506346145
2020-04-21,20910,7.3307936324905425,0.9163121760727566,5.572957518134816e-05,0.015253219727498617
2020-04-21,21010,5.473585894221617,0.9225760699148932,7.840913974331867e-06,0.0
2020-04-21,21110,6.232351266832562,0.9092490337616455,0.00011087836569253689,0.028214171519932465
2020-04-21,21180,8.292613080877674,0.8753915547487324,0.00019880966541800681,0.051932442171576006
2020-04-21,21270,,1.0,3.3565054231419e-06,0.0
2020-04-21,21370,4.213849364649336,0.9314021743336582,2.3969702606959653e-05,3.184247945181067e-05
2020-04-21,21450,10.762909075948778,0.9579452125922521,9.488228571493112e-05,0.00850060203091435
2020-04-21,21610,8.87420802734276,0.9154922072079781,0.0003100205526664074,0.05014196661956028
2020-04-21,21670,3.900602518829201,0.9689637033140452,8.362669474957734e-06,0.0
2020-04-21,21750,3.8326094858730007,0.903068340306834,1.2616589192098255e-05,0.0
2020-04-21,21830,3.8380778250272036,0.9916636863107136,6.860126421049394e-06,0.0
2020-04-21,21890,6.549261616663461,0.8906332535273059,0.00011671061605361878,0.03428880865290509
2020-04-21,22110,5.399680792319555,0.9470331681113049,3.0812910868403567e-05,0.0
2020-04-21,22170,7.611513304913753,0.9296223062160223,0.0001192522362233473,0.012355042310303547
2020-04-21,22250,,1.0,5.422179026751633e-06,0.0
2020-04-21,22310,6.627883269116934,0.9011980085451229,0.00011021191625516018,0.03269538146379652
2020-04-21,22410,5.420128385666114,0.99076110866696,9.999130834602279e-06,0.0
2020-04-21,22490,5.441596577366478,0.9912561985473053,1.2406345329946956e-05,0.0006497230742152544
2020-04-21,22620,5.0570897081542885,0.9037658733441079,9.750447794314587e-05,0.0
2020-04-21,22670,8.59546897829686,0.8463118642399123,0.0001870234103525047,0.06323158319972536
2020-04-21,22750,6.238518089027596,0.9105738024199473,0.00020065581760012687,0.00019278392603849355
2020-04-21,22830,5.162438726590403,0.8946956322131916,5.7690521878263686e-05,4.653900842956944e-05
2020-04-21,22910,,1.0,7.324237937872954e-06,0.0
2020-04-21,22980,,1.0,2.5030820259079174e-06,0.0
2020-04-21,23110,9.09498346496238,0.8835711042417607,6.0343851835748425e-05,0.01862243121743394
2020-04-21,23190,3.989249085047434,0.9279883381924198,1.5088877590270926e-05,0.0
2020-04-21,23270,8.12989532232263,0.8923446775262159,0.0002239606946262458,0.04024168296249367
2020-04-21,23350,3.952584519590233,0.9929580874173236,9.75131148473005e-06,0.0
2020-04-21,23430,7.7037886956879555,0.8986161690215564,0.000113220982807072,0.02956094110827028
2020-04-21,23670,6.45300348922064,0.9280435319831493,0.00011469455923140811,0.02012593161326567
2020-04-21,23810,7.437430297240064,0.9254478273226967,6.694973991756396e-05,0.00037560582260300844
2020-04-21,23940,,1.0,2.3183202594964365e-06,0.0
2020-04-21,24130,3.988543908171498,0.9954136158071203,2.6209305585764137e-05,0.00022925583684284032
2020-04-21,24210,6.853577958939884,0.9360264778069287,8.133853992544283e-05,0.013627140668198496
2020-04-21,24250,3.8997012491123004,0.9228315639697342,4.389487755782211e-06,0.0
2020-04-21,24330,7.6977844135238245,0.8645559606384301,7.525806271295046e-05,0.03085101831097165
2020-04-21,24410,6.192767428135966,0.9054125272768118,7.914246663332895e-05,0.018135063372413565
2020-04-21,24600,12.879828317273061,0.81123174434097,0.0002365096152662466,0.14055130463639082
2020-04-21,24650,10.647858331076181,0.9330912010499479,0.0001500614842710241,0.023266673485862824
2020-04-21,24780,4.931230699958424,0.9085426908192261,5.5709237879468264e-05,0.0
2020-04-21,24850,7.557769872201721,0.983084798849272,3.536914463315925e-05,0.0
2020-04-21,24900,3.9554210292836265,0.9783265316516482,1.675153068167744e-05,0.00016065327169874463
2020-04-21,24970,8.8908486722494,0.8917829338956212,0.00014006506586241273,0.03815798218651362
2020-04-21,25060,6.424915700600299,0.8994134961193342,9.579130514718538e-05,0.026996457726772373
2020-04-21,25150,10.399560396633309,0.9736629995594783,2.3419184054443457e-05,0.000932112305196542
2020-04-21,25250,6.563902336236521,0.8929669615270119,0.0001312613749330089,0.03984423937942174
2020-04-21,25340,6.676458539007567,0.970785898658106,0.00010517950538287523,0.002451986899115976
2020-04-21,25430,3.899701249112309,0.9888161947585187,8.653581745436869e-06,0.0
2020-04-21,25490,5.4235507622095005,0.9959042329547162,4.910425503363085e-06,0.0003377139395970235
2020-04-21,25620,,1.0,6.38463380467721e-06,0.0
2020-04-21,25710,8.169978909720138,0.9678014976601462,4.8946155747968174e-05,0.005980330669684861
2020-04-21,25810,4.392917537819091,0.9794192984606361,7.694938292059464e-06,0.0
2020-04-21,25900,7.6545655358972855,0.889588978340155,0.00010243086126446245,0.036877064482358196
2020-04-21,25990,,1.0,2.002048320020695e-06,0.0
2020-04-21,26080,,1.0,3.878893362814666e-08,0.0
2020-04-21,26170,7.044205312119958,0.9883806671730075,1.362963181369596e-05,0.0
2020-04-21,26260,3.8644398946235987,0.9533055940822931,9.515230970191257e-06,0.0
2020-04-21,26350,7.270816811795745,0.8816115653032753,9.140985666867058e-05,0.03371379398941425
