code,name,area,type
207011155,Surrey Hills (West) - Canterbury,5.7026,sa2
207021156,Bulleen,6.6711,sa2
207021157,Doncaster,8.7738,sa2
207021159,Templestowe,16.1176,sa2
207021160,Templestowe Lower,5.9386,sa2
207021424,Doncaster East (North),6.4029,sa2
207021425,Doncaster East (South),4.7684,sa2
207031161,Blackburn,8.6077,sa2
207031162,Blackburn South,3.5966,sa2
207031163,Box Hill,7.012,sa2
207031164,Box Hill North,6.2087,sa2
207031165,Burwood,5.0392,sa2
207031166,Burwood East,4.263,sa2
207031167,Surrey Hills (East) - Mont Albert,3.3279,sa2
208011168,Beaumaris,5.9678,sa2
208011169,Brighton (Vic.),8.2005,sa2
208011170,Brighton East,5.6083,sa2
208011171,Cheltenham - Highett (West),5.3198,sa2
208011172,Hampton,5.6846,sa2
208011173,Sandringham - Black Rock,6.4301,sa2
208021174,Bentleigh - McKinnon,6.2242,sa2
208021176,Carnegie,3.8043,sa2
208021177,Caulfield - North,6.4189,sa2
208021178,Caulfield - South,4.7426,sa2
208021179,Elsternwick,2.8616,sa2
208021180,Hughesdale,2.0096,sa2
208021181,Murrumbeena,2.5148,sa2
208021182,Ormond - Glen Huntly,2.9371,sa2
208021426,Bentleigh East (North),4.5989,sa2
208021427,Bentleigh East (South),4.5882,sa2
208031183,Aspendale Gardens - Waterways,5.3073,sa2
208031184,Braeside,9.0819,sa2
208031185,Carrum - Patterson Lakes,5.8242,sa2
208031186,Chelsea - Bonbeach,5.423,sa2
208031187,Chelsea Heights,3.1958,sa2
208031188,Cheltenham - Highett (East),8.7377,sa2
208031189,Edithvale - Aspendale,5.1001,sa2
208031190,Mentone,4.45,sa2
208031191,Moorabbin - Heatherton,11.6997,sa2
208031192,Moorabbin Airport,3.0755,sa2
208031193,Mordialloc - Parkdale,7.9681,sa2
208041194,Malvern - Glen Iris,6.1552,sa2
208041195,Malvern East,7.5668,sa2
209011196,Bundoora - East,4.0749,sa2
209011197,Greensborough,10.0974,sa2
209011198,Heidelberg - Rosanna,6.3717,sa2
209011199,Heidelberg West,6.6912,sa2
209011200,Ivanhoe,5.0499,sa2
209011201,Ivanhoe East - Eaglemont,4.2769,sa2
209011202,Montmorency - Briar Hill,12.0278,sa2
209011203,Viewbank - Yallambie,10.2379,sa2
209011204,Watsonia,3.7856,sa2
209021205,Kingsbury,9.0093,sa2
209021207,Reservoir - East,8.9663,sa2
209021208,Reservoir - West,10.1544,sa2
209021428,Preston - East,7.7457,sa2
209021429,Preston - West,3.5679,sa2
209031209,Eltham,19.4881,sa2
209031210,Hurstbridge,14.8421,sa2
209031211,Kinglake,319.504,sa2
209031212,Panton Hill - St Andrews,292.1978,sa2
209031213,Plenty - Yarrambat,29.117,sa2
209031214,Research - North Warrandyte,49.7947,sa2
209031215,Wattle Glen - Diamond Creek,26.8245,sa2
209041216,Bundoora - North,4.715,sa2
209041217,Bundoora - West,2.5601,sa2
209041219,Lalor,12.0595,sa2
209041220,Mill Park - North,8.1362,sa2
209041221,Mill Park - South,4.9298,sa2
209041223,Thomastown,14.6852,sa2
209041224,Wallan,507.7455,sa2
209041225,Whittlesea,297.9799,sa2
209041430,Doreen,14.4616,sa2
209041431,Epping - East,7.7691,sa2
209041432,Epping - South,15.8714,sa2
209041433,Epping - West,7.3573,sa2
209041434,Mernda,23.8231,sa2
209041435,South Morang (North),13.7094,sa2
209041436,South Morang (South),7.7445,sa2
209041437,Wollert,53.8918,sa2
210011226,Airport West,3.7194,sa2
210011227,Essendon Airport,3.3549,sa2
210011228,Keilor,17.512,sa2
210011229,Keilor East,10.8916,sa2
210011230,Niddrie - Essendon West,2.8027,sa2
210011231,Strathmore,4.1444,sa2
210021232,Gisborne,211.0569,sa2
210021233,Macedon,72.9902,sa2
210021234,Riddells Creek,83.3503,sa2
210021235,Romsey,624.7096,sa2
210031236,Coburg North,4.8779,sa2
210031237,Fawkner,5.0848,sa2
210031239,Pascoe Vale,6.9844,sa2
210031438,Glenroy,8.8582,sa2
210031439,Gowanbrae,1.5225,sa2
210031440,Hadfield,3.0501,sa2
210041240,Sunbury,129.5488,sa2
210041241,Sunbury - South,131.1359,sa2
210051242,Broadmeadows,8.8268,sa2
210051243,Campbellfield - Coolaroo,18.1867,sa2
210051245,Gladstone Park - Westmeadows,13.9361,sa2
210051246,Greenvale - Bulla,95.9064,sa2
210051247,Meadow Heights,4.6252,sa2
210051248,Melbourne Airport,30.3848,sa2
210051249,Roxburgh Park - Somerton,12.2902,sa2
210051250,Tullamarine,3.8595,sa2
210051441,Craigieburn - Central,3.9686,sa2
210051442,Craigieburn - North,13.3512,sa2
210051443,Craigieburn - South,11.9148,sa2
210051444,Craigieburn - West,6.2118,sa2
210051445,Mickleham - Yuroke,70.6333,sa2
211011251,Bayswater,8.0438,sa2
211011254,Knoxfield - Scoresby,15.2651,sa2
211011255,Lysterfield,18.494,sa2
211011256,Rowville - Central,8.2003,sa2
211011257,Rowville - North,4.1688,sa2
211011258,Rowville - South,9.3532,sa2
211011259,Wantirna,8.3064,sa2
211011260,Wantirna South,13.3559,sa2
211011446,Boronia,11.2631,sa2
211011447,Ferntree Gully (North),6.9851,sa2
211011448,Ferntree Gully (South) - Upper Ferntree Gully,9.1499,sa2
211011449,The Basin,5.7163,sa2
211021261,Donvale - Park Orchards,20.8028,sa2
211021262,Warrandyte - Wonga Park,45.7591,sa2
211031263,Bayswater North,9.909,sa2
211031265,Croydon Hills - Warranwood,9.492,sa2
211031266,Ringwood,9.9105,sa2
211031267,Ringwood East,9.3929,sa2
211031268,Ringwood North,4.7307,sa2
211031450,Croydon - East,8.0982,sa2
211031451,Croydon - West,6.7979,sa2
211031452,Croydon South,2.856,sa2
211041269,Forest Hill,4.0702,sa2
211041270,Mitcham (Vic.),6.6271,sa2
211041271,Nunawading,5.0785,sa2
211041272,Vermont,4.6098,sa2
211041273,Vermont South,6.184,sa2
211051274,Belgrave - Selby,55.6519,sa2
211051275,Chirnside Park,22.2024,sa2
211051276,Healesville - Yarra Glen,369.5236,sa2
211051277,Kilsyth,8.2426,sa2
211051278,Lilydale - Coldstream,109.3818,sa2
211051279,Monbulk - Silvan,68.5552,sa2
211051280,Montrose,10.5431,sa2
211051281,Mooroolbark,12.5434,sa2
211051282,Mount Dandenong - Olinda,81.8992,sa2
211051283,Mount Evelyn,16.9894,sa2
211051284,Upwey - Tecoma,8.8907,sa2
211051285,Wandin - Seville,111.7555,sa2
211051286,Yarra Valley,729.7582,sa2
212011287,Beaconsfield - Officer,41.1778,sa2
212011288,Bunyip - Garfield,373.1113,sa2
212011289,Emerald - Cockatoo,371.6241,sa2
212011290,Koo Wee Rup,409.4351,sa2
212011291,Pakenham - North,37.2213,sa2
212011292,Pakenham - South,49.7574,sa2
212021293,Berwick - North,19.748,sa2
212021294,Berwick - South,14.8552,sa2
212021295,Doveton,5.1934,sa2
212021297,Hallam,8.0565,sa2
212021299,Narre Warren North,34.4086,sa2
212021453,Endeavour Hills - North,14.4746,sa2
212021454,Endeavour Hills - South,5.5873,sa2
212021455,Narre Warren - North East,4.874,sa2
212021456,Narre Warren - South West,9.3054,sa2
212031300,Cranbourne,13.027,sa2
212031301,Cranbourne East,42.8901,sa2
212031302,Cranbourne North,10.2394,sa2
212031303,Cranbourne South,81.6623,sa2
212031304,Cranbourne West,12.8981,sa2
212031305,Hampton Park - Lynbrook,13.3423,sa2
212031306,Lynbrook - Lyndhurst,7.3581,sa2
212031308,Pearcedale - Tooradin,98.5112,sa2
212031457,Narre Warren South (East),6.2204,sa2
212031458,Narre Warren South (West),6.777,sa2
212041309,Clarinda - Oakleigh South,6.3227,sa2
212041310,Clayton South,7.938,sa2
212041311,Dandenong,61.8243,sa2
212041312,Dandenong North,9.459,sa2
212041313,Dingley Village,7.2437,sa2
212041314,Keysborough,30.2794,sa2
212041316,Noble Park North,3.7574,sa2
212041317,Springvale,11.1052,sa2
212041318,Springvale South,4.56,sa2
212041459,Noble Park - East,3.7671,sa2
212041460,Noble Park - West,4.7945,sa2
212051319,Ashwood - Chadstone,6.7087,sa2
212051320,Clayton,9.4112,sa2
212051321,Glen Waverley - East,9.1645,sa2
212051322,Glen Waverley - West,7.6758,sa2
212051323,Mount Waverley - North,6.484,sa2
212051324,Mount Waverley - South,8.7006,sa2
212051325,Mulgrave,10.7189,sa2
212051326,Oakleigh - Huntingdale,10.1702,sa2
212051327,Wheelers Hill,10.4394,sa2
213011328,Ardeer - Albion,4.5883,sa2
213011329,Cairnlea,4.4061,sa2
213011330,Deer Park - Derrimut,21.3348,sa2
213011331,Delahey,3.5055,sa2
213011332,Keilor Downs,7.6597,sa2
213011333,Kings Park (Vic.),4.4323,sa2
213011334,St Albans - North,6.5225,sa2
213011335,St Albans - South,6.2647,sa2
213011336,Sunshine,4.732,sa2
213011337,Sunshine North,8.0239,sa2
213011338,Sunshine West,12.9688,sa2
213011339,Sydenham,3.9479,sa2
213011340,Taylors Lakes,18.4632,sa2
213021341,Altona,17.6847,sa2
213021342,Altona Meadows,10.5398,sa2
213021343,Altona North,16.1844,sa2
213021344,Newport,8.8407,sa2
213021345,Seabrook,1.6199,sa2
213021346,Williamstown,7.3463,sa2
213031347,Braybrook,7.4842,sa2
213031348,Footscray,4.967,sa2
213031349,Maribyrnong,5.4934,sa2
213031350,Seddon - Kingsville,1.6803,sa2
213031351,West Footscray - Tottenham,5.9807,sa2
213031352,Yarraville,5.6198,sa2
213041353,Bacchus Marsh,196.2984,sa2
213041355,Hillside,66.5481,sa2
213041356,Melton,130.7052,sa2
213041357,Melton South,110.9612,sa2
213041358,Melton West,24.2021,sa2
213041359,Rockbank - Mount Cottrell,125.7608,sa2
213041360,Taylors Hill,5.9679,sa2
213041461,Burnside,2.552,sa2
213041462,Burnside Heights,1.9953,sa2
213041463,Caroline Springs,6.9526,sa2
213051361,Hoppers Crossing - North,10.9136,sa2
213051362,Hoppers Crossing - South,7.0114,sa2
213051363,Laverton,22.2451,sa2
213051365,Tarneit,62.142,sa2
213051366,Truganina,27.1648,sa2
213051368,Werribee - South,114.0334,sa2
213051369,Wyndham Vale,128.2408,sa2
213051464,Point Cook - East,19.0355,sa2
213051465,Point Cook - North,8.4906,sa2
213051466,Point Cook - South,9.4222,sa2
213051467,Werribee - East,7.7569,sa2
213051468,Werribee - West,127.6632,sa2
214011370,Carrum Downs,20.3079,sa2
214011371,Frankston,11.6244,sa2
214011372,Frankston North,13.2383,sa2
214011373,Frankston South,14.5602,sa2
214011374,Langwarrin,37.6199,sa2
214011375,Seaford (Vic.),12.4321,sa2
214011376,Skye - Sandhurst,19.8152,sa2
214021377,Dromana,45.0575,sa2
214021378,Flinders,287.3793,sa2
214021379,Hastings - Somers,108.884,sa2
214021380,Mornington,21.0928,sa2
214021381,Mount Eliza,23.2077,sa2
214021382,Mount Martha,30.2094,sa2
214021383,Point Nepean,67.1875,sa2
214021384,Rosebud - McCrae,23.7957,sa2
214021385,Somerville,117.354,sa2
215011386,Ararat,161.179,sa2
215011387,Ararat Region,4023.1982,sa2
215011388,Horsham,83.0691,sa2
215011389,Horsham Region,4251.4674,sa2
215011390,Nhill Region,11042.819,sa2
215011391,St Arnaud,3008.575,sa2
215011392,Stawell,2743.4311,sa2
215011393,West Wimmera,5685.8858,sa2
215011394,Yarriambiack,7139.5816,sa2
215021395,Irymple,88.2946,sa2
215021396,Merbein,101.8248,sa2
215021398,Mildura Region,21569.5292,sa2
215021399,Red Cliffs,246.7202,sa2
215021469,Mildura - North,25.1167,sa2
215021470,Mildura - South,50.9981,sa2
215031400,Buloke,8068.6848,sa2
215031401,Gannawarra,3568.2177,sa2
215031402,Kerang,146.6076,sa2
215031403,Robinvale,181.743,sa2
215031404,Swan Hill,126.581,sa2
215031405,Swan Hill Region,5759.2126,sa2
216011406,Echuca,183.8175,sa2
216011407,Kyabram,738.862,sa2
216011408,Lockington - Gunbower,1646.3584,sa2
216011409,Rochester,351.6447,sa2
216011410,Rushworth,1633.8861,sa2
216021411,Cobram,131.5329,sa2
216021412,Moira,1498.8166,sa2
216021413,Numurkah,2321.0253,sa2
216021414,Yarrawonga,94.999,sa2
216031415,Mooroopna,39.9733,sa2
216031416,Shepparton - North,65.6581,sa2
216031417,Shepparton - South,143.2741,sa2
216031418,Shepparton Region - East,1055.5778,sa2
216031419,Shepparton Region - West,1028.6793,sa2
217011420,Glenelg (Vic.),6121.2107,sa2
217011421,Hamilton (Vic.),198.3369,sa2
217011422,Portland,63.985,sa2
217011423,Southern Grampians,6562.6438,sa2
217031471,Camperdown,98.1178,sa2
217031472,Colac,54.7344,sa2
217031473,Colac Region,1934.2763,sa2
217031474,Corangamite - North,2538.3286,sa2
217031475,Corangamite - South,1805.2082,sa2
217031476,Otway,1505.8895,sa2
217041477,Moyne - East,3275.799,sa2
217041478,Moyne - West,2037.7626,sa2
217041479,Warrnambool - North,62.4201,sa2
217041480,Warrnambool - South,120.1956,sa2
301011001,Alexandra Hills,13.6312,sa2
301011002,Belmont - Gumdale,33.1072,sa2
301011003,Birkdale,11.5987,sa2
301011004,Capalaba,18.889,sa2
301011005,Thorneside,2.6658,sa2
301011006,Wellington Point,9.404,sa2
301021007,Cleveland,11.8548,sa2
301021008,Ormiston,4.929,sa2
301021009,Redland Bay,46.8997,sa2
301021011,Sheldon - Mount Cotton,65.1972,sa2
301021012,Thornlands,21.6475,sa2
301021013,Victoria Point,13.4057,sa2
301021527,Redland Islands,317.0444,sa2
301031014,Brisbane Port - Lytton,32.7859,sa2
301031015,Manly - Lota,4.1989,sa2
301031016,Manly West,4.9055,sa2
301031017,Murarrie,8.4389,sa2
301031018,Tingalpa,8.9263,sa2
301031019,Wakerley,5.1962,sa2
301031020,Wynnum,6.1324,sa2
301031021,Wynnum West - Hemmant,12.2743,sa2
302011022,Bald Hills,13.3544,sa2
302011023,Bridgeman Downs,9.4789,sa2
302011024,Carseldine,4.5457,sa2
302011025,Everton Park,4.1663,sa2
302011026,McDowall,4.3856,sa2
302021027,Aspley,6.258,sa2
302021028,Chermside,3.3875,sa2
302021029,Chermside West,3.4032,sa2
302021030,Geebung,4.0441,sa2
302021031,Kedron - Gordon Park,5.22,sa2
302021032,Stafford,3.4381,sa2
302021033,Stafford Heights,2.9088,sa2
302021034,Wavell Heights,3.5792,sa2
302031035,Boondall,10.7506,sa2
302031036,Brisbane Airport,45.4859,sa2
302031037,Eagle Farm - Pinkenba,7.2338,sa2
302031038,Northgate - Virginia,6.1268,sa2
302031039,Nudgee - Banyo,13.762,sa2
302031040,Nundah,3.6728,sa2
302041041,Bracken Ridge,8.1103,sa2
302041042,Brighton (Qld),6.4901,sa2
302041043,Deagon,2.8177,sa2
302041044,Sandgate - Shorncliffe,4.3474,sa2
302041045,Taigum - Fitzgibbon,6.2815,sa2
302041046,Zillmere,3.7003,sa2
303011047,Camp Hill,4.5806,sa2
303011048,Cannon Hill,3.9526,sa2
303011049,Carina,4.3823,sa2
303011050,Carina Heights,3.3991,sa2
303011051,Carindale,10.1962,sa2
303021052,Annerley,2.8756,sa2
303021053,Coorparoo,5.3318,sa2
303021054,Fairfield - Dutton Park,2.0789,sa2
303021055,Greenslopes,2.9543,sa2
303021056,Holland Park,3.2615,sa2
303021057,Holland Park West,2.566,sa2
303021058,Woolloongabba,2.4051,sa2
303021059,Yeronga,6.0918,sa2
303031060,Eight Mile Plains,7.6829,sa2
303031061,Macgregor (Qld),2.6853,sa2
303031062,Mansfield (Qld),5.3088,sa2
303031063,Mount Gravatt,7.3648,sa2
303031064,Rochedale - Burbank,47.346,sa2
303031065,Upper Mount Gravatt,4.212,sa2
303031066,Wishart,4.787,sa2
303041067,Coopers Plains,4.3818,sa2
303041068,Moorooka,4.0941,sa2
303041069,Robertson,1.9048,sa2
303041070,Salisbury - Nathan,9.5473,sa2
303041071,Tarragindi,4.5496,sa2
303051072,Algester,3.6903,sa2
303051073,Calamvale - Stretton,19.736,sa2
303051074,Pallara - Willawong,26.6979,sa2
303051075,Parkinson - Drewvale,12.6742,sa2
303051076,Rocklea - Acacia Ridge,22.446,sa2
303061077,Kuraby,4.6423,sa2
303061078,Runcorn,6.6898,sa2
303061079,Sunnybank,4.387,sa2
303061080,Sunnybank Hills,6.4409,sa2
304011081,Jindalee - Mount Ommaney,4.8007,sa2
304011082,Middle Park - Jamboree Heights,2.6736,sa2
304011083,Riverhills,2.1789,sa2
304011084,Seventeen Mile Rocks - Sinnamon Park,5.4184,sa2
304011085,Westlake,1.9039,sa2
304021086,Bellbowrie - Moggill,17.4209,sa2
304021087,Brookfield - Kenmore Hills,58.0413,sa2
304021088,Chapel Hill,5.3985,sa2
304021089,Fig Tree Pocket,4.2808,sa2
304021090,Kenmore,5.2795,sa2
304021091,Pinjarra Hills - Pullenvale,44.1902,sa2
304031092,Chelmer - Graceville,3.2389,sa2
304031093,Corinda,2.884,sa2
304031094,Indooroopilly,7.3543,sa2
304031095,Sherwood,2.2804,sa2
304031096,St Lucia,3.4245,sa2
304031097,Taringa,2.1143,sa2
304041098,Enoggera,9.6008,sa2
304041099,Enoggera Reservoir,37.694,sa2
304041100,Keperra,5.1926,sa2
304041101,Mitchelton,4.2224,sa2
304041102,Mount Coot-tha,14.5975,sa2
304041103,The Gap,12.2584,sa2
304041104,Upper Kedron - Ferny Grove,13.2023,sa2
305011105,Brisbane City,2.3663,sa2
305011106,Fortitude Valley,1.2745,sa2
305011107,Highgate Hill,1.21,sa2
305011108,Kangaroo Point,1.3389,sa2
305011109,New Farm,2.1438,sa2
305011110,South Brisbane,2.0168,sa2
305011111,Spring Hill,1.2432,sa2
305011112,West End,1.9654,sa2
305021113,Balmoral,1.3831,sa2
305021114,Bulimba,2.0607,sa2
305021115,East Brisbane,1.8712,sa2
305021116,Hawthorne,1.3864,sa2
305021117,Morningside - Seven Hills,6.6452,sa2
305021118,Norman Park,2.2523,sa2
305031119,Albion,1.5055,sa2
305031120,Alderley,2.4567,sa2
305031121,Ascot,2.4681,sa2
305031122,Clayfield,2.9262,sa2
305031123,Grange,1.7881,sa2
305031124,Hamilton (Qld),1.6387,sa2
305031125,Hendra,2.6919,sa2
305031126,Kelvin Grove - Herston,3.3694,sa2
305031127,Newmarket,1.6584,sa2
305031128,Newstead - Bowen Hills,3.0555,sa2
305031129,Wilston,1.3878,sa2
305031130,Windsor,2.9152,sa2
305031131,Wooloowin - Lutwyche,3.0846,sa2
305041132,Ashgrove,6.5216,sa2
305041133,Auchenflower,1.2722,sa2
305041134,Bardon,4.6853,sa2
305041135,Paddington - Milton,3.5836,sa2
305041136,Red Hill (Qld),1.69,sa2
305041137,Toowong,3.8828,sa2
306011138,Brinsmead,5.1185,sa2
306011139,Clifton Beach - Kewarra Beach,37.5348,sa2
306011140,Freshwater - Stratford,15.1182,sa2
306011141,Redlynch,59.3881,sa2
306011142,Trinity Beach - Smithfield,22.1512,sa2
306011143,Yorkeys Knob - Machans Beach,21.0049,sa2
306021144,Bentley Park,6.8595,sa2
306021145,Cairns City,6.1989,sa2
306021146,Earlville - Bayview Heights,7.8621,sa2
306021147,Edmonton,19.9982,sa2
306021148,Gordonvale - Trinity,327.0868,sa2
306021149,Kanimbla - Mooroobool,7.6847,sa2
306021150,Lamb Range,212.6428,sa2
306021151,Manoora,2.2314,sa2
306021152,Manunda,4.2458,sa2
306021153,Mount Sheridan,6.7389,sa2
306021154,Westcourt - Bungalow,9.7287,sa2
306021155,White Rock,9.5277,sa2
306021156,Whitfield - Edge Hill,6.9258,sa2
306021157,Woree,5.7346,sa2
306031158,Babinda,669.1832,sa2
306031159,Innisfail,53.0453,sa2
306031160,Johnstone,1294.6919,sa2
306031161,Tully,3065.1355,sa2
306031162,Wooroonooran,754.2885,sa2
306031163,Yarrabah,158.8381,sa2
306041164,Daintree,2231.2024,sa2
306041165,Port Douglas,189.8889,sa2
306051166,Atherton,235.1886,sa2
306051167,Herberton,9566.224,sa2
306051168,Kuranda,591.3183,sa2
306051169,Malanda - Yungaburra,1254.9789,sa2
306051170,Mareeba,480.2031,sa2
307011171,Balonne,31103.7071,sa2
307011172,Chinchilla,8048.7229,sa2
307011173,Goondiwindi,830.2795,sa2
307011174,Inglewood - Waggamba,17515.6301,sa2
307011175,Miles - Wandoan,11841.615,sa2
307011176,Roma,78.0284,sa2
307011177,Roma Region,58626.3624,sa2
307011178,Tara,13208.4392,sa2
307021179,Crows Nest - Rosalie,3250.6881,sa2
307021180,Jondaryan,2130.3447,sa2
307021181,Millmerran,4517.0063,sa2
307021182,Pittsworth,1054.9291,sa2
307021183,Wambo,5700.3325,sa2
307031184,Clifton - Greenmount,1263.9472,sa2
307031185,Southern Downs - East,1634.4229,sa2
307031186,Southern Downs - West,2684.5631,sa2
307031187,Stanthorpe,33.6496,sa2
307031188,Stanthorpe Region,2658.6655,sa2
307031189,Warwick,158.7232,sa2
308011190,Central Highlands - East,18635.1606,sa2
308011191,Central Highlands - West,41551.251,sa2
308011192,Emerald,38.9821,sa2
308031205,Berserker,10.0234,sa2
308031206,Bouldercombe,1348.7805,sa2
308031207,Emu Park,40.8379,sa2
308031208,Frenchville - Mount Archer,30.2572,sa2
308031209,Glenlee - Rockyview,208.0475,sa2
308031210,Gracemere,153.886,sa2
308031211,Lakes Creek,16.8069,sa2
308031212,Mount Morgan,490.6655,sa2
308031213,Norman Gardens,36.0391,sa2
308031214,Park Avenue,4.9631,sa2
308031215,Parkhurst - Kawana,28.4078,sa2
308031216,Rockhampton - West,34.5491,sa2
308031217,Rockhampton City,51.1683,sa2
308031218,Rockhampton Region - East,680.8738,sa2
308031219,Rockhampton Region - North,7572.5912,sa2
308031220,Rockhampton Region - West,4359.2244,sa2
308031221,Shoalwater Bay,3176.9624,sa2
308031222,The Range - Allenstown,5.4954,sa2
308031223,Yeppoon,78.5555,sa2
308041528,Banana,28531.2933,sa2
308041529,Biloela,18.8932,sa2
308051530,Agnes Water - Miriam Vale,3772.801,sa2
308051531,Boyne Island - Tannum Sands,122.9585,sa2
308051532,Callemondah,32.726,sa2
308051533,Clinton - New Auckland,22.7815,sa2
308051534,Gladstone,10.2312,sa2
308051535,Gladstone Hinterland,6465.4027,sa2
308051536,Kin Kora - Sun Valley,2.6877,sa2
308051537,South Trees,24.1106,sa2
308051538,Telina - Toolooa,23.5131,sa2
308051539,West Gladstone,7.0739,sa2
309011224,Broadbeach Waters,5.3144,sa2
309011225,Burleigh Heads,8.5593,sa2
309011226,Burleigh Waters,6.7193,sa2
309011227,Mermaid Beach - Broadbeach,2.9988,sa2
309011228,Mermaid Waters,7.0845,sa2
309011229,Miami,2.9963,sa2
309021230,Coolangatta,1.9003,sa2
309021231,Currumbin - Tugun,7.9265,sa2
309021232,Currumbin Waters,9.9207,sa2
309021233,Elanora,8.8935,sa2
309021234,Palm Beach,6.3315,sa2
309031235,Arundel,9.7383,sa2
309031236,Biggera Waters,3.1747,sa2
309031237,Coombabah,11.6056,sa2
309031238,Labrador,4.9957,sa2
309031239,Paradise Point - Hollywell,5.6629,sa2
309031240,Runaway Bay,5.4921,sa2
309041241,Guanaba - Springbrook,303.7769,sa2
309041242,Tamborine - Canungra,524.1823,sa2
309051243,Currumbin Valley - Tallebudgera,114.4722,sa2
309051244,Mudgeeraba - Bonogin,66.6425,sa2
309051245,Reedy Creek - Andrews,8.0893,sa2
309061246,Carrara,14.5907,sa2
309061247,Highland Park,4.6312,sa2
309061248,Nerang - Mount Nathan,61.4986,sa2
309061249,Pacific Pines - Gaven,16.4182,sa2
309061250,Worongary - Tallai,26.0146,sa2
309071251,Coomera,24.6577,sa2
309071252,Helensvale,20.1329,sa2
309071253,Hope Island,55.7798,sa2
309071254,Jacobs Well - Alberton,153.7124,sa2
309071255,Ormeau - Yatala,72.1503,sa2
309071256,Oxenford - Maudsland,26.8573,sa2
309071257,Pimpama,40.7288,sa2
309071258,Upper Coomera - Willow Vale,125.8424,sa2
309081259,Clear Island Waters,4.4005,sa2
309081260,Merrimac,8.3221,sa2
309081261,Robina,14.9592,sa2
309081262,Varsity Lakes,5.9507,sa2
309091263,Ashmore,6.8309,sa2
309091264,Molendinar,7.6539,sa2
309091265,Parkwood,6.2058,sa2
309091540,Southport - North,7.6161,sa2
309091541,Southport - South,6.6527,sa2
309101267,Benowa,6.5537,sa2
309101268,Bundall,3.902,sa2
309101269,Main Beach,3.5492,sa2
309101270,Surfers Paradise,5.7961,sa2
310011271,Darra - Sumner,7.464,sa2
310011272,Durack,4.3652,sa2
310011273,Forest Lake - Doolandella,15.0377,sa2
310011274,Inala - Richlands,10.8744,sa2
310011275,Oxley (Qld),6.9162,sa2
310011276,Wacol,19.0567,sa2
310021277,Boonah,2099.4271,sa2
310021278,Esk,1889.6919,sa2
310021279,Lake Manchester - England Creek,112.8254,sa2
310021280,Lockyer Valley - East,741.5888,sa2
310021281,Lowood,617.6974,sa2
310021282,Rosewood,674.5527,sa2
310031283,Brassall,8.2061,sa2
310031284,Bundamba,17.2488,sa2
310031285,Churchill - Yamanto,9.3656,sa2
310031286,Ipswich - Central,7.8712,sa2
310031287,Ipswich - East,11.4813,sa2
310031288,Ipswich - North,65.1896,sa2
310031289,Karalee - Barellan Point,19.2137,sa2
310031290,Karana Downs,62.1929,sa2
310031291,Leichhardt - One Mile,20.2238,sa2
310031292,North Ipswich - Tivoli,9.564,sa2
310031293,Raceview,9.1487,sa2
310031294,Ripley,130.5659,sa2
310031295,Riverview,7.7848,sa2
310041296,Bellbird Park - Brookwater,16.103,sa2
310041297,Camira - Gailes,9.396,sa2
310041298,Carole Park,4.0275,sa2
310041299,Collingwood Park - Redbank,15.7432,sa2
310041300,Goodna,7.8594,sa2
310041301,New Chum,5.9998,sa2
310041302,Redbank Plains,19.3743,sa2
310041303,Springfield,6.6757,sa2
310041304,Springfield Lakes,18.4141,sa2
311011305,Beaudesert,1628.0131,sa2
311021306,Beenleigh,7.6722,sa2
311021307,Eagleby,13.816,sa2
311021308,Edens Landing - Holmview,6.6117,sa2
311021309,Mount Warren Park,4.2169,sa2
311021310,Wolffdene - Bahrs Scrub,27.8338,sa2
311031311,Boronia Heights - Park Ridge,31.9523,sa2
311031312,Browns Plains,7.329,sa2
311031313,Chambers Flat - Logan Reserve,36.3071,sa2
311031314,Crestmead,6.9676,sa2
311031315,Greenbank Military Camp,40.5687,sa2
311031316,Hillcrest,9.3798,sa2
311031317,Marsden,6.9167,sa2
311031318,Munruben - Park Ridge South,20.7728,sa2
311031319,Regents Park - Heritage Park,9.385,sa2
311041320,Greenbank,258.4524,sa2
311041321,Jimboomba,249.6587,sa2
311041322,Logan Village,74.3213,sa2
311051323,Bethania - Waterford,12.6296,sa2
311051324,Cornubia - Carbrook,37.5373,sa2
311051325,Loganholme - Tanah Merah,13.2828,sa2
311051326,Loganlea,11.3071,sa2
311051327,Shailer Park,8.0261,sa2
311051328,Waterford West,5.9446,sa2
311061329,Daisy Hill,8.9794,sa2
311061330,Kingston (Qld.),6.8058,sa2
311061331,Logan Central,5.1335,sa2
311061332,Rochedale South - Priestdale,13.0112,sa2
311061333,Slacks Creek,8.3056,sa2
311061334,Springwood,6.1501,sa2
311061335,Underwood,4.1871,sa2
311061336,Woodridge,4.67,sa2
312011337,Bowen,52.6281,sa2
312011338,Broadsound - Nebo,27991.3921,sa2
312011339,Clermont,27669.8866,sa2
312011340,Collinsville,21092.2365,sa2
312011341,Moranbah,3046.6387,sa2
312021342,Andergrove - Beaconsfield,17.556,sa2
312021343,East Mackay,4.6173,sa2
312021344,Eimeo - Rural View,22.1194,sa2
312021345,Eungella Hinterland,2048.7748,sa2
312021346,Mackay,3.973,sa2
312021347,Mackay Harbour,10.1718,sa2
312021348,Mount Pleasant - Glenella,56.1818,sa2
312021349,North Mackay,9.6827,sa2
