code,name,area,type
106041126,Muswellbrook,262.3964,sa2
106041127,Muswellbrook Region,3142.4876,sa2
106041128,Scone,118.5743,sa2
106041129,Scone Region,7948.9587,sa2
107011131,Dapto - Avondale,56.6003,sa2
107011132,Horsley - Kembla Grange,44.2401,sa2
107011133,Port Kembla Industrial,12.7352,sa2
107011134,Unanderra - Mount Kembla,25.1483,sa2
107011545,Berkeley - Lake Heights - Cringila,12.5307,sa2
107011546,Port Kembla - Warrawong,6.9708,sa2
107011547,Windang - Primbee,5.4708,sa2
107021135,Illawarra Catchment Reserve,744.3423,sa2
107031136,Albion Park - Macquarie Pass,75.1256,sa2
107031137,Albion Park Rail,7.1682,sa2
107031138,Kiama,13.8552,sa2
107031139,Kiama Downs - Minnamurra,7.261,sa2
107031140,Kiama Hinterland - Gerringong,222.261,sa2
107031141,Shellharbour - Flinders,49.5814,sa2
107031142,Shellharbour - Oak Flats,6.051,sa2
107031143,Warilla,9.4949,sa2
107041144,Balgownie - Fairy Meadow,12.2638,sa2
107041145,Corrimal - Tarrawanna - Bellambi,11.0648,sa2
107041146,Figtree - Keiraville,18.8129,sa2
107041147,Helensburgh,154.8373,sa2
107041148,Thirroul - Austinmer - Coalcliff,16.1558,sa2
107041150,Woonona - Bulli - Russell Vale,15.7847,sa2
107041548,Wollongong - East,5.5037,sa2
107041549,Wollongong - West,5.6592,sa2
108011151,Bulahdelah - Stroud,2334.0245,sa2
108011152,Forster,33.873,sa2
108011153,Forster-Tuncurry Region,749.4773,sa2
108011154,Tuncurry,15.6698,sa2
108021155,Kempsey,195.1562,sa2
108021156,Kempsey Region,3627.2593,sa2
108021157,Macksville - Scotts Head,83.793,sa2
108021158,Nambucca Heads,31.0504,sa2
108021159,Nambucca Heads Region,1356.0987,sa2
108021160,South West Rocks,45.9673,sa2
108031161,Lord Howe Island,16.2918,sa2
108041162,Laurieton - Bonny Hills,524.9065,sa2
108041163,Port Macquarie - East,42.088,sa2
108041164,Port Macquarie - West,54.1669,sa2
108041165,Port Macquarie Region,2871.7473,sa2
108041166,Wauchope,194.8613,sa2
108051167,Gloucester,2933.8676,sa2
108051168,Old Bar - Manning Point - Red Head,209.6182,sa2
108051169,Taree,125.1186,sa2
108051170,Taree Region,3344.933,sa2
108051171,Wingham,61.5308,sa2
109011172,Albury - East,101.514,sa2
109011173,Albury - North,24.1552,sa2
109011174,Albury - South,48.4215,sa2
109011175,Albury Region,5401.9272,sa2
109011176,Lavington,21.467,sa2
109021177,Hay,13922.8975,sa2
109021178,Wentworth - Buronga,322.6286,sa2
109021179,Wentworth-Balranald Region,49722.7108,sa2
109031180,Corowa,77.2039,sa2
109031181,Corowa Region,4495.2034,sa2
109031182,Deniliquin,143.2081,sa2
109031183,Deniliquin Region,18338.1895,sa2
109031184,Moama,167.1016,sa2
109031185,Tocumwal - Finley - Jerilderie,5011.0471,sa2
110011186,Armidale,274.5995,sa2
110011187,Armidale Region - North,6098.2353,sa2
110011188,Armidale Region - South,3280.2792,sa2
110011189,Walcha,6742.5352,sa2
110021190,Glen Innes,5479.977,sa2
110021191,Inverell,207.6617,sa2
110021192,Inverell Region - East,9274.5669,sa2
110021193,Inverell Region - West,8283.6397,sa2
110021194,Tenterfield,7322.793,sa2
110031195,Moree,69.3971,sa2
110031196,Moree Region,19811.1371,sa2
110031197,Narrabri,180.363,sa2
110031198,Narrabri Region,11965.644,sa2
110041199,Gunnedah,90.1551,sa2
110041200,Gunnedah Region,5765.8611,sa2
110041201,Quirindi,5077.8423,sa2
110041202,Tamworth - East,102.1806,sa2
110041203,Tamworth - North,76.0423,sa2
110041204,Tamworth - West,62.5221,sa2
110041205,Tamworth Region,8980.4841,sa2
111011206,Belmont - Bennetts Green,22.2119,sa2
111011207,Belmont South - Blacksmiths,6.8068,sa2
111011208,Charlestown - Dudley,22.2796,sa2
111011209,Glendale - Cardiff - Hillsborough,21.9175,sa2
111011210,Mount Hutton - Windale,6.2654,sa2
111011211,Redhead,3.6826,sa2
111011212,Swansea - Caves Beach,32.4069,sa2
111011213,Valentine - Eleebana,9.9749,sa2
111011214,Warners Bay - Boolaroo,12.5402,sa2
111021215,Bolton Point - Teralba,21.9697,sa2
111021216,Bonnells Bay - Silverwater,10.1593,sa2
111021217,Edgeworth - Cameron Park,15.6077,sa2
111021218,Morisset - Cooranbong,330.5208,sa2
111021219,Toronto - Awaba,43.6626,sa2
111021220,Wangi Wangi - Rathmines,13.1715,sa2
111021221,West Wallsend - Barnsley - Killingworth,72.5413,sa2
111031222,Adamstown - Kotara,8.0182,sa2
111031223,Beresfield - Hexham,59.2573,sa2
111031224,Hamilton - Broadmeadow,6.7462,sa2
111031225,Lambton - New Lambton,10.5485,sa2
111031226,Maryland - Fletcher - Minmi,17.2635,sa2
111031227,Mayfield - Warabrook,7.5372,sa2
111031228,Merewether - The Junction,7.2464,sa2
111031229,Newcastle - Cooks Hill,3.9804,sa2
111031230,Newcastle Port - Kooragang,30.8883,sa2
111031231,Shortland - Jesmond,12.7086,sa2
111031232,Stockton - Fullerton Cove,30.5131,sa2
111031233,Wallsend - Elermore Vale,21.5199,sa2
111031234,Waratah - North Lambton,5.114,sa2
111031235,Wickham - Carrington - Tighes Hill,3.5517,sa2
112011236,Ballina,36.1299,sa2
112011237,Ballina Region,406.5487,sa2
112011238,Bangalow,186.5293,sa2
112011239,Brunswick Heads - Ocean Shores,54.4454,sa2
112011240,Byron Bay,39.7772,sa2
112011241,Evans Head,543.5362,sa2
112011242,Lennox Head - Skennars Head,37.8459,sa2
112011243,Mullumbimby,268.0751,sa2
112021244,Casino,138.9581,sa2
112021245,Casino Region,3950.1024,sa2
112021246,Goonellabah,25.2269,sa2
112021247,Kyogle,1979.7593,sa2
112021248,Lismore,63.3098,sa2
112021249,Lismore Region,1233.2421,sa2
112031250,Kingscliff - Fingal Head,38.4355,sa2
112031251,Murwillumbah,24.2868,sa2
112031252,Murwillumbah Region,908.2603,sa2
112031253,Pottsville,189.4635,sa2
112031254,Tweed Heads,100.2868,sa2
112031550,Banora Point,9.4424,sa2
112031551,Terranora - North Tumblegum,29.0247,sa2
112031552,Tweed Heads South,8.4562,sa2
113011256,Griffith (NSW),56.333,sa2
113011257,Griffith Region,23020.2043,sa2
113011258,Leeton,373.8747,sa2
113011259,Narrandera,5409.2765,sa2
113021260,Tumbarumba,4520.7134,sa2
113021261,Tumut,40.3087,sa2
113021262,Tumut Region,4613.7424,sa2
113031263,Cootamundra,1656.1223,sa2
113031264,Gundagai,2362.5241,sa2
113031265,Junee,1970.8746,sa2
113031266,Temora,3434.262,sa2
113031267,Wagga Wagga - East,54.0429,sa2
113031268,Wagga Wagga - North,53.6776,sa2
113031269,Wagga Wagga - South,29.4358,sa2
113031270,Wagga Wagga - West,54.9391,sa2
113031271,Wagga Wagga Region,9334.6875,sa2
114011272,Berry - Kangaroo Valley,537.0884,sa2
114011273,Callala Bay - Currarong,166.9089,sa2
114011274,Culburra Beach,76.4017,sa2
114011275,Ettrema - Sassafras - Budawang,2144.4618,sa2
114011276,Huskisson - Vincentia,31.0073,sa2
114011277,North Nowra - Bomaderry,99.7318,sa2
114011278,Nowra,101.6798,sa2
114011279,St Georges Basin - Erowal Bay,76.9396,sa2
114011280,Sussex Inlet - Berrara,39.8389,sa2
114011281,Tomerong - Wandandian - Woollamia,375.9761,sa2
114011282,Ulladulla,46.7766,sa2
114011283,Ulladulla Region,677.6148,sa2
114021284,Bowral,55.572,sa2
114021285,Hill Top - Colo Vale,174.3752,sa2
114021286,Mittagong,73.7567,sa2
114021287,Moss Vale - Berrima,118.1151,sa2
114021288,Robertson - Fitzroy Falls,498.4941,sa2
114021289,Southern Highlands,1409.7013,sa2
115011290,Baulkham Hills (East),8.3081,sa2
115011291,Baulkham Hills (West) - Bella Vista,10.9631,sa2
115011294,Glenhaven,7.2309,sa2
115011296,West Pennant Hills,7.8291,sa2
115011553,Castle Hill - Central,4.1512,sa2
115011554,Castle Hill - East,2.072,sa2
115011555,Castle Hill - North,6.8149,sa2
115011556,Castle Hill - South,4.1277,sa2
115011557,Castle Hill - West,1.6363,sa2
115011558,Cherrybrook,8.2514,sa2
115011559,Kellyville,10.641,sa2
115021297,Dural - Kenthurst - Wisemans Ferry,377.5396,sa2
115021298,Galston - Laughtondale,191.699,sa2
115031299,Bilpin - Colo - St Albans,2160.1601,sa2
115031300,Kurrajong Heights - Ebenezer,331.85,sa2
115041301,Pitt Town - McGraths Hill,81.5516,sa2
115041302,Rouse Hill - Beaumont Hills,36.6725,sa2
116011303,Blacktown (East) - Kings Park,7.9753,sa2
116011304,Blacktown (North) - Marayong,7.3829,sa2
116011306,Doonside - Woodcroft,9.9106,sa2
116011307,Lalor Park - Kings Langley,11.7998,sa2
116011308,Seven Hills - Toongabbie,11.2033,sa2
116011560,Blacktown (South),3.3594,sa2
116011561,Blacktown (West),4.6753,sa2
116021309,Glenwood,5.1186,sa2
116021310,Parklea - Kellyville Ridge,9.8132,sa2
116021312,Riverstone - Marsden Park,79.421,sa2
116021562,Acacia Gardens,0.9466,sa2
116021563,Quakers Hill,7.7675,sa2
116031313,Bidwill - Hebersham - Emerton,6.095,sa2
116031314,Glendenning - Dean Park,5.1425,sa2
116031315,Hassall Grove - Plumpton,6.2053,sa2
116031316,Lethbridge Park - Tregear,11.2672,sa2
116031317,Mount Druitt - Whalan,8.6855,sa2
116031318,Prospect Reservoir,30.6917,sa2
116031319,Rooty Hill - Minchinbury,14.6244,sa2
117011320,Banksmeadow,3.3683,sa2
117011321,Botany,3.4308,sa2
117011322,Mascot - Eastlakes,6.165,sa2
117011323,Pagewood - Hillsdale - Daceyville,3.1187,sa2
117011324,Port Botany Industrial,2.8044,sa2
117011325,Sydney Airport,8.9106,sa2
117021326,Marrickville,5.8127,sa2
117021327,Petersham - Stanmore,3.0033,sa2
117021328,Sydenham - Tempe - St Peters,3.8539,sa2
117031329,Darlinghurst,0.8569,sa2
117031330,Erskineville - Alexandria,4.32,sa2
117031331,Glebe - Forest Lodge,2.3018,sa2
117031332,Newtown - Camperdown - Darlington,3.2812,sa2
117031333,Potts Point - Woolloomooloo,1.4591,sa2
117031334,Pyrmont - Ultimo,1.4913,sa2
117031335,Redfern - Chippendale,2.1631,sa2
117031336,Surry Hills,1.3164,sa2
117031337,Sydney - Haymarket - The Rocks,4.2934,sa2
117031338,Waterloo - Beaconsfield,3.5809,sa2
118011339,Bondi - Tamarama - Bronte,2.4963,sa2
118011340,Bondi Beach - North Bondi,2.4605,sa2
118011341,Bondi Junction - Waverly,2.5234,sa2
118011342,Centennial Park,1.9786,sa2
118011343,Double Bay - Bellevue Hill,4.714,sa2
118011344,Dover Heights,1.8705,sa2
118011345,Paddington - Moore Park,3.725,sa2
118011346,Rose Bay - Vaucluse - Watsons Bay,5.1361,sa2
118011347,Woollahra,1.2805,sa2
118021348,Coogee - Clovelly,3.8356,sa2
118021350,Malabar - La Perouse - Chifley,11.8254,sa2
118021564,Kensington (NSW),2.6422,sa2
118021565,Kingsford,2.0141,sa2
118021566,Maroubra - North,1.8112,sa2
118021567,Maroubra - South,2.065,sa2
118021568,Maroubra - West,2.0464,sa2
118021569,Randwick - North,1.9356,sa2
118021570,Randwick - South,3.3726,sa2
119011354,Bass Hill - Georges Hall,8.9161,sa2
119011355,Chullora,4.0501,sa2
119011356,Condell Park,10.0036,sa2
119011357,Greenacre - Mount Lewis,6.9817,sa2
119011358,Padstow,6.5091,sa2
119011359,Panania - Milperra - Picnic Point,14.3909,sa2
119011360,Revesby,5.0925,sa2
119011361,Yagoona - Birrong,5.5596,sa2
119011571,Bankstown - North,2.7406,sa2
119011572,Bankstown - South,4.4232,sa2
119021362,Belmore - Belfield,4.5135,sa2
119021363,Canterbury (South) - Campsie,4.7777,sa2
119021364,Kingsgrove (North) - Earlwood,8.2016,sa2
119021366,Punchbowl,5.2458,sa2
119021367,Roselands,3.6461,sa2
119021573,Lakemba,2.1866,sa2
119021574,Wiley Park,1.3933,sa2
119031368,Hurstville,3.6401,sa2
119031369,Mortdale - Penshurst,6.1164,sa2
119031370,Narwee - Beverly Hills,3.3909,sa2
119031371,Oatley - Hurstville Grove,4.3549,sa2
119031372,Peakhurst - Lugarno,7.4308,sa2
119031373,Riverwood,2.7733,sa2
119031374,South Hurstville - Blakehurst,6.2489,sa2
119041375,Arncliffe - Bardwell Valley,4.9926,sa2
119041376,Bexley,5.2778,sa2
119041377,Kingsgrove (South) - Bardwell Park,3.7871,sa2
119041378,Kogarah,2.2197,sa2
119041379,Kogarah Bay - Carlton - Allawah,3.5033,sa2
119041380,Monterey - Brighton-le-Sands - Kyeemagh,3.3799,sa2
119041381,Rockdale - Banksia,3.576,sa2
119041382,Sans Souci - Ramsgate,4.6115,sa2
120011383,Concord - Mortlake - Cabarita,6.3192,sa2
120011384,Concord West - North Strathfield,5.103,sa2
120011385,Drummoyne - Rodd Point,3.7047,sa2
120011386,Five Dock - Abbotsford,4.6202,sa2
120021387,Balmain,2.5815,sa2
120021388,Leichhardt - Annandale,4.4723,sa2
120021389,Lilyfield - Rozelle,3.6039,sa2
120031390,Ashfield,3.6699,sa2
120031391,Burwood - Croydon,4.4925,sa2
120031392,Canterbury (North) - Ashbury,3.0275,sa2
120031393,Croydon Park - Enfield,3.9711,sa2
120031394,Dulwich Hill - Lewisham,2.7016,sa2
120031395,Haberfield - Summer Hill,3.4746,sa2
120031396,Homebush,3.8434,sa2
120031575,Strathfield,6.4515,sa2
120031576,Strathfield South,2.5112,sa2
121011398,Chatswood (East) - Artarmon,5.0678,sa2
121011399,Chatswood (West) - Lane Cove North,5.5372,sa2
121011400,Lane Cove - Greenwich,9.0561,sa2
121011401,St Leonards - Naremburn,2.761,sa2
121011402,Willoughby - Castle Cove - Northbridge,10.7518,sa2
121021403,Asquith - Mount Colah,34.6849,sa2
121021404,Berowra - Brooklyn - Cowan,81.7548,sa2
121021406,Normanhurst - Thornleigh - Westleigh,9.9882,sa2
121021577,Hornsby - East,2.5689,sa2
121021578,Hornsby - West,6.2898,sa2
121021579,Waitara - Wahroonga (West),2.1123,sa2
121031407,Gordon - Killara,11.6714,sa2
121031408,Lindfield - Roseville,11.8766,sa2
121031409,Pymble,10.2514,sa2
121031410,St Ives,17.7776,sa2
121031411,Turramurra,20.6426,sa2
121031412,Wahroonga (East) - Warrawee,13.327,sa2
121041413,Cremorne - Cammeray,3.2391,sa2
121041414,Crows Nest - Waverton,2.9612,sa2
121041415,Mosman,8.6503,sa2
121041416,Neutral Bay - Kirribilli,2.2106,sa2
121041417,North Sydney - Lavender Bay,1.9144,sa2
122011418,Balgowlah - Clontarf - Seaforth,7.6104,sa2
122011419,Manly - Fairlight,6.7351,sa2
122021420,Avalon - Palm Beach,8.6057,sa2
122021421,Bayview - Elanora Heights,64.583,sa2
122021422,Newport - Bilgola,5.7981,sa2
122021423,Warriewood - Mona Vale,11.6627,sa2
122031424,Beacon Hill - Narraweena,4.3406,sa2
122031425,Cromer,7.4915,sa2
122031426,Dee Why - North Curl Curl,4.0732,sa2
122031427,Forestville - Killarney Heights,8.9311,sa2
122031428,Frenchs Forest - Belrose,30.1321,sa2
122031429,Freshwater - Brookvale,7.1838,sa2
122031430,Manly Vale - Allambie Heights,9.3541,sa2
122031431,Narrabeen - Collaroy,7.1622,sa2
122031432,Terrey Hills - Duffys Forest,70.5438,sa2
123011433,Camden - Ellis Lane,26.1934,sa2
123011434,Elderslie - Harrington Park,21.5414,sa2
123011435,Mount Annan - Currans Hill,26.134,sa2
123021436,Bradbury - Wedderburn,36.6555,sa2
123021437,Campbelltown - Woodbine,13.7476,sa2
123021438,Claymore - Eagle Vale - Raby,22.9168,sa2
123021439,Holsworthy Military Area,129.823,sa2
123021440,Ingleburn - Denham Court,30.9189,sa2
123021441,Leumeah - Minto Heights,23.6461,sa2
123021442,Macquarie Fields - Glenfield,16.0182,sa2
123021443,Minto - St Andrews,12.4133,sa2
123021444,Rosemeadow - Glen Alpine,48.0827,sa2
123031445,Bargo,67.7705,sa2
123031446,Douglas Park - Appin,289.9461,sa2
123031447,Picton - Tahmoor - Buxton,189.9084,sa2
123031448,The Oaks - Oakdale,322.7354,sa2
124011449,Blackheath - Megalong Valley,139.2166,sa2
124011450,Blaxland - Warrimoo - Lapstone,29.6935,sa2
124011451,Blue Mountains - North,595.0366,sa2
124011452,Katoomba - Leura,40.8734,sa2
124011453,Lawson - Hazelbrook - Linden,46.8873,sa2
124011454,Springwood - Winmalee,69.6647,sa2
124011455,Wentworth Falls,21.0358,sa2
124021456,Blue Mountains - South,2456.9093,sa2
124031457,Cambridge Park,6.5871,sa2
124031458,Castlereagh - Cranebrook,71.5174,sa2
124031459,Emu Plains - Leonay,13.794,sa2
124031460,Glenmore Park - Regentville,9.233,sa2
124031461,Jamisontown - South Penrith,9.0181,sa2
124031462,Kingswood - Werrington,14.0229,sa2
124031463,Mulgoa - Luddenham - Orchard Hills,158.6776,sa2
124031464,Penrith,10.3941,sa2
124031465,Warragamba - Silverdale,63.6143,sa2
124041466,Richmond - Clarendon,74.6728,sa2
124041467,Windsor - Bligh Park,22.73,sa2
124041468,Yarramundi - Londonderry,81.4359,sa2
124051469,Erskine Park,8.3944,sa2
124051470,St Clair,7.2035,sa2
124051580,Colyton - Oxley Park,4.6521,sa2
124051581,St Marys - North St Marys,12.8646,sa2
125011473,Homebush Bay - Silverwater,11.2619,sa2
125011475,Rookwood Cemetery,3.015,sa2
125011582,Auburn - Central,3.7326,sa2
125011583,Auburn - North,2.0966,sa2
125011584,Auburn - South,2.4313,sa2
125011585,Berala,2.0865,sa2
125011586,Lidcombe,6.4037,sa2
125011587,Regents Park,2.0325,sa2
125021476,Carlingford,9.7457,sa2
125021477,Ermington - Rydalmere,9.8654,sa2
125021478,Oatlands - Dundas Valley,6.0763,sa2
125031479,Chester Hill - Sefton,7.2676,sa2
125031480,Fairfield - East,5.7115,sa2
125031481,Granville - Clyde,5.6083,sa2
125031482,Greystanes - Pemulwuy,11.8487,sa2
125031483,Guildford - South Granville,6.7962,sa2
125031484,Guildford West - Merrylands West,5.4654,sa2
125031485,Merrylands - Holroyd,6.7188,sa2
125031486,Smithfield Industrial,4.3017,sa2
125031487,Yennora Industrial,2.0787,sa2
125041489,North Parramatta,7.0608,sa2
125041490,North Rocks,5.3762,sa2
125041491,Northmead,5.9332,sa2
125041492,Parramatta - Rosehill,8.4965,sa2
125041493,Toongabbie - Constitution Hill,7.4795,sa2
125041494,Winston Hills,4.3479,sa2
125041588,Pendle Hill - Girraween,4.4615,sa2
125041589,Wentworthville - Westmead,3.9358,sa2
126011495,Epping - North Epping,8.8806,sa2
126011496,Pennant Hills - Cheltenham,13.2937,sa2
126021497,Eastwood - Denistone,7.8201,sa2
126021498,Gladesville - Huntleys Point,4.7162,sa2
126021499,Hunters Hill - Woolwich,4.1512,sa2
126021500,Macquarie Park - Marsfield,10.672,sa2
126021501,North Ryde - East Ryde,6.2232,sa2
126021503,West Ryde - Meadowbank,4.7923,sa2
126021590,Putney,1.5194,sa2
126021591,Ryde,7.2682,sa2
127011504,Ashcroft - Busby - Miller,5.463,sa2
127011505,Austral - Greendale,110.7146,sa2
127011506,Cobbitty - Leppington,132.1375,sa2
127011592,Badgerys Creek,17.5774,sa2
127011593,Cecil Hills,3.7478,sa2
127011594,Green Valley,3.2145,sa2
127011595,Hinchinbrook,5.225,sa2
127011596,Hoxton Park - Carnes Hill - Horningsea Park,4.1264,sa2
127011597,West Hoxton - Middleton Grange,9.2626,sa2
127021509,Bonnyrigg Heights - Bonnyrigg,5.1887,sa2
127021510,Bossley Park - Abbotsbury,9.5146,sa2
127021511,Cabramatta - Lansvale,7.5964,sa2
127021512,Cabramatta West - Mount Pritchard,5.3429,sa2
127021513,Canley Vale - Canley Heights,5.4161,sa2
127021514,Edensor Park,3.0955,sa2
127021515,Fairfield,4.2304,sa2
127021516,Fairfield - West,4.6915,sa2
127021517,Greenfield Park - Prairiewood,3.6367,sa2
127021518,Horsley Park - Kemps Creek,56.2773,sa2
127021519,Smithfield - Wetherill Park,6.6123,sa2
127021520,St Johns Park - Wakeley,3.6111,sa2
127021521,Wetherill Park Industrial,8.5566,sa2
127031522,Casula,7.0719,sa2
127031523,Chipping Norton - Moorebank,14.4902,sa2
127031524,Holsworthy - Wattle Grove,73.7001,sa2
127031598,Liverpool,6.3185,sa2
127031599,Lurnea - Cartwright,3.4665,sa2
127031600,Prestons - Edmondson Park,14.1323,sa2
127031601,Warwick Farm,4.6502,sa2
128011529,Gymea - Grays Point,5.7978,sa2
128011530,Miranda - Yowie Bay,5.9968,sa2
128011531,Sylvania - Taren Point,6.0725,sa2
128011602,Caringbah,3.9958,sa2
128011603,Caringbah South,4.0699,sa2
128011604,Cronulla - Kurnell - Bundeena,25.0865,sa2
128011605,Lilli Pilli - Port Hacking - Dolans Bay,1.2706,sa2
128011606,Woolaware - Burraneer,3.3282,sa2
128021533,Heathcote - Waterfall,27.6162,sa2
128021534,Illawong - Alfords Point,7.2978,sa2
128021535,Menai - Lucas Heights - Woronora,33.4047,sa2
128021536,Oyster Bay - Como - Jannali,8.9053,sa2
128021537,Royal National Park,139.3336,sa2
128021538,Sutherland - Kirrawee,7.7547,sa2
128021607,Engadine,8.9538,sa2
128021608,Loftus - Yarrawarrah,3.8436,sa2
128021609,Woronora Heights,3.1374,sa2
201011001,Alfredton,52.7111,sa2
201011002,Ballarat,12.3787,sa2
201011003,Ballarat - North,92.3577,sa2
201011004,Ballarat - South,32.8541,sa2
201011005,Buninyong,51.5855,sa2
201011006,Delacombe,34.1608,sa2
201011007,Smythes Creek,104.7274,sa2
201011008,Wendouree - Miners Rest,67.5734,sa2
201021009,Bacchus Marsh Region,1038.8122,sa2
201021010,Creswick - Clunes,856.7892,sa2
201021011,Daylesford,920.7579,sa2
201021012,Gordon (Vic.),850.3137,sa2
201031013,Avoca,1714.2399,sa2
201031014,Beaufort,1863.0431,sa2
201031015,Golden Plains - North,922.0812,sa2
201031016,Maryborough (Vic.),45.5379,sa2
201031017,Maryborough Region,1627.5521,sa2
202011018,Bendigo,15.974,sa2
202011019,California Gully - Eaglehawk,33.0365,sa2
202011020,East Bendigo - Kennington,17.1489,sa2
202011021,Flora Hill - Spring Gully,13.203,sa2
202011022,Kangaroo Flat - Golden Square,40.9147,sa2
202011023,Maiden Gully,42.9757,sa2
202011024,Strathfieldsaye,56.4142,sa2
202011025,White Hills - Ascot,67.7768,sa2
202021026,Bendigo Region - South,796.8536,sa2
202021027,Castlemaine,83.9291,sa2
202021028,Castlemaine Region,1514.9805,sa2
202021029,Heathcote,756.8176,sa2
202021030,Kyneton,556.4897,sa2
202021031,Woodend,211.8677,sa2
202031032,Bendigo Region - North,1440.2176,sa2
202031033,Loddon,6193.3066,sa2
203011034,Bannockburn,192.052,sa2
203011035,Golden Plains - South,1484.5292,sa2
203011036,Winchelsea,903.2573,sa2
203021037,Belmont,9.3677,sa2
203021038,Corio - Norlane,80.8135,sa2
203021039,Geelong,12.8171,sa2
203021040,Geelong West - Hamlyn Heights,32.0374,sa2
203021041,Grovedale,55.7048,sa2
203021042,Highton,40.587,sa2
203021043,Lara,588.6014,sa2
203021044,Leopold,27.9287,sa2
203021045,Newcomb - Moolap,43.2941,sa2
203021046,Newtown (Vic.),5.8078,sa2
203021047,North Geelong - Bell Park,21.9322,sa2
203031048,Clifton Springs,65.1494,sa2
203031049,Lorne - Anglesea,447.9915,sa2
203031050,Ocean Grove - Barwon Heads,156.9794,sa2
203031051,Portarlington,71.8556,sa2
203031052,Point Lonsdale - Queenscliff,61.6734,sa2
203031053,Torquay,126.3198,sa2
204011054,Alexandra,2118.9554,sa2
204011055,Euroa,2057.9046,sa2
204011056,Kilmore - Broadford,461.5232,sa2
204011057,Mansfield (Vic.),3927.8774,sa2
204011058,Nagambie,1294.3498,sa2
204011059,Seymour,79.3085,sa2
204011060,Seymour Region,1688.8307,sa2
204011061,Upper Yarra Valley,856.2714,sa2
204011062,Yea,1474.2972,sa2
204021063,Benalla,315.3043,sa2
204021064,Benalla Region,2105.3238,sa2
204021065,Rutherglen,479.3481,sa2
204021066,Wangaratta,57.5835,sa2
204021067,Wangaratta Region,3587.526,sa2
204031068,Beechworth,371.3306,sa2
204031069,Bright - Mount Beauty,4253.6537,sa2
204031070,Chiltern - Indigo Valley,513.1748,sa2
204031071,Myrtleford,553.3638,sa2
204031072,Towong,6668.7212,sa2
204031073,West Wodonga,153.8763,sa2
204031074,Wodonga,278.8131,sa2
204031075,Yackandandah,708.198,sa2
205011076,Drouin,326.806,sa2
205011077,Mount Baw Baw Region,2753.3276,sa2
205011078,Trafalgar (Vic.),501.5289,sa2
205011079,Warragul,352.1791,sa2
205021080,Alps - East,2071.2826,sa2
205021081,Bairnsdale,155.0115,sa2
205021082,Bruthen - Omeo,7377.4172,sa2
205021083,Lake King,93.8744,sa2
205021084,Lakes Entrance,214.0352,sa2
205021085,Orbost,11384.3433,sa2
205021086,Paynesville,417.8856,sa2
205031087,Foster,1498.8469,sa2
205031088,French Island,170.2291,sa2
205031089,Korumburra,600.6912,sa2
205031090,Leongatha,801.0083,sa2
205031091,Phillip Island,100.5732,sa2
205031092,Wilsons Promontory,481.5078,sa2
205031093,Wonthaggi - Inverloch,728.7626,sa2
205041094,Churchill,796.523,sa2
205041095,Moe - Newborough,105.2835,sa2
205041096,Morwell,85.4861,sa2
205041097,Traralgon,149.6729,sa2
205041098,Yallourn North - Glengarry,342.7019,sa2
205051099,Alps - West,2955.6801,sa2
205051100,Longford - Loch Sport,1610.8492,sa2
205051101,Maffra,2532.3197,sa2
205051102,Rosedale,968.4596,sa2
205051103,Sale,45.6023,sa2
205051104,Yarram,1931.8629,sa2
206011105,Brunswick,5.1425,sa2
206011106,Brunswick East,2.168,sa2
206011107,Brunswick West,3.1795,sa2
206011108,Coburg,6.9346,sa2
206011109,Pascoe Vale South,2.9887,sa2
206021110,Alphington - Fairfield,2.8853,sa2
206021111,Northcote,6.145,sa2
206021112,Thornbury,4.9972,sa2
206031113,Ascot Vale,3.8361,sa2
206031114,Essendon - Aberfeldie,8.443,sa2
206031115,Flemington,1.5808,sa2
206031116,Moonee Ponds,4.3551,sa2
206041117,Carlton,1.8185,sa2
206041118,Docklands,2.444,sa2
206041119,East Melbourne,2.8998,sa2
206041120,Flemington Racecourse,1.7093,sa2
206041121,Kensington (Vic.),2.147,sa2
206041122,Melbourne,2.369,sa2
206041123,North Melbourne,3.2492,sa2
206041124,Parkville,4.0492,sa2
206041125,South Yarra - West,1.5027,sa2
206041126,Southbank,3.0743,sa2
206041127,West Melbourne,6.1992,sa2
206051128,Albert Park,4.6747,sa2
206051129,Elwood,2.553,sa2
206051130,Port Melbourne,2.7894,sa2
206051131,Port Melbourne Industrial,6.8694,sa2
206051132,South Melbourne,2.4948,sa2
206051133,St Kilda,3.901,sa2
206051134,St Kilda East,2.4135,sa2
206061135,Armadale,2.1835,sa2
206061136,Prahran - Windsor,2.9054,sa2
206061137,South Yarra - East,2.5172,sa2
206061138,Toorak,4.3233,sa2
206071139,Abbotsford,1.7405,sa2
206071140,Carlton North - Princes Hill,2.3042,sa2
206071141,Collingwood,1.2671,sa2
206071142,Fitzroy,1.378,sa2
206071143,Fitzroy North,2.5051,sa2
206071144,Richmond (Vic.),6.2125,sa2
206071145,Yarra - North,5.2089,sa2
207011146,Ashburton (Vic.),2.8366,sa2
207011147,Balwyn,5.585,sa2
207011148,Balwyn North,8.8491,sa2
207011149,Camberwell,7.2919,sa2
207011150,Glen Iris - East,5.7049,sa2
207011151,Hawthorn,5.6721,sa2
207011152,Hawthorn East,3.824,sa2
207011153,Kew,10.534,sa2
207011154,Kew East,4.0155,sa2
