date,code,km,stay,weight,visit
2020-04-04,115011290,,1.0,2.5750348878143554e-05,0.0
2020-04-04,115011291,,1.0,3.4023422394515364e-05,0.0
2020-04-04,115011294,,1.0,9.85217682473754e-06,0.0
2020-04-04,115011296,,1.0,1.631332284505295e-05,0.0
2020-04-04,115011553,,1.0,1.0325349661753789e-05,0.0
2020-04-04,115011554,,1.0,4.70743827046483e-06,0.0
2020-04-04,115011555,,1.0,1.8244652959357733e-05,0.0
2020-04-04,115011556,,1.0,1.2888977036853464e-05,0.0
2020-04-04,115011557,,1.0,4.881807982806724e-06,0.0
2020-04-04,115011558,,1.0,1.6823929564665e-05,0.0
2020-04-04,115011559,,1.0,3.827019632090074e-05,0.0
2020-04-04,115041301,,1.0,1.6302067007173577e-05,0.0
2020-04-04,115041302,2.0325298785968036,0.9997546008038958,6.024882423600433e-05,0.00013997218147816613
2020-04-04,116011303,2.146721213082225,0.9905131983833957,4.8519412268655935e-05,0.0026282143515257463
2020-04-04,116011304,2.0310520572523747,0.9923219245232919,4.0844647026047334e-05,0.0024847891440311436
2020-04-04,116011306,2.031017188125902,0.9981639749274472,5.250902594702452e-05,0.0013701637370663578
2020-04-04,116011307,2.2163132847700786,0.9964489392461096,4.960361503426763e-05,0.0011305751359447257
2020-04-04,116011308,2.196439381967782,0.9988801681880383,5.1603417684002565e-05,0.0004967166160896463
2020-04-04,116011560,2.051371136962058,0.9959603862511259,2.0682516973010664e-05,0.0014143095930753487
2020-04-04,116011561,2.0309832877738843,0.9829660781874967,3.121353091187997e-05,0.004268883954755455
2020-04-04,116021309,2.032529878562742,0.9999919693618589,2.4621368500102574e-05,1.871898363954463e-06
2020-04-04,116021310,2.0325298785966357,0.9970821022528417,5.081872987138775e-05,0.0002703929243037517
2020-04-04,116021312,2.03252987859719,0.9998916925977026,0.00012228042681954087,0.00012538197457271215
2020-04-04,116021562,,1.0,6.2381550481774655e-06,0.0
2020-04-04,116021563,2.0325298785922445,0.9999695210078589,4.0802212141835016e-05,1.1773465917935794e-05
2020-04-04,116031313,2.031231710893136,0.9972528756268564,3.9444342649403755e-05,0.0016481551379887442
2020-04-04,116031314,,1.0,1.9317428828596393e-05,0.0
2020-04-04,116031315,2.0312317108931848,0.9964928126549479,3.8621662458549444e-05,0.0021543647303745705
2020-04-04,116031316,2.0312317108946347,0.9997652921661756,4.263617282128614e-05,0.0001452654706692269
2020-04-04,116031317,2.031151308937859,0.9864855495472513,5.017702048685435e-05,0.0018419995528504778
